,id,agency,allocation,title,brief_summary,ie,status,PI,phase,study_type,primary_outcome_measure,acronym,start_date,completion_date,primary_completion_date,gender,minimum_age,maximum_age,number_of_arms,enrollment
51,NCT04010799,Chiesi Farmaceutici S.p.A.,Randomized,"A Clinical Study to Investigate Safety, Tolerability and Distribution of CHF 6333 After One or After Repeated Inhalation in Patients With Cystic Fibrosis (CF) and in Patients With Non Cystic Fibrosis (NCFB) Bronchiectasis","
      CHF 6333 is a medicinal product on development for the treatment of cystic fibrosis and
      non-CF bronchiectasis and undergoing clinical testing. It has not yet been approved by the
      authorities for the treatment of these diseases.

      CHF6333 is an inhaled anti-inflammatory which mechanism of action is based on the inhibition
      of Human Neutrofil Elastase.

      The safety and tolerability of single and repeated ascending doses of inhaled CHF 6333 was
      previously investigated in healthy subjects: information was gathered on the uptake,
      distribution and excretion of the medicinal product being tested (pharmacokinetics). In this
      current clinical trial CHF 6333 will be tested in patients(CF and NCFB) for the first time.

      Three dose level will be tested during the first part of the study, as single administration.
      One repeated dose will be administered in the second part of the study.
    ","
        INCLUSION CRITERIA:

        CF patients:

          -  Patient's written informed consent obtained prior to any study-related procedure;

          -  Male or female patient ≥ 18 years old with a confirmed historical diagnosis of cystic
             fibrosis;

          -  Ability to provide a spontaneous sputum sample at screening;

          -  Non- or ex-smokers who smoked < 10 pack years and stopped smoking > 1 year before
             screening visit;

          -  Patient in stable clinical condition and free from exacerbation for at least 4 weeks
             prior to screening and/or prior to randomisation;

          -  Patient on stable concomitant treatment regimen within 4 weeks prior to screening
             and/or prior to randomisation;

          -  Patient with pre-bronchodilator FEV1 ≥ 50% of predicted normal at screening and/or
             prior to randomisation;

          -  Vital signs within normal limits at screening and prior to randomisation;

        NCFB patients:

          -  Patient's written informed consent obtained prior to any study-related procedure;

          -  Male or female patient ≥ 18 years old with a diagnosis of Bronchiectasis confirmed by
             a historical Chest CT;

          -  Presence of clinically significant symptoms related to Bronchiectasis, such as daily
             cough that occurs over months or years, daily production of large amount of sputum,
             shortness of breath, wheezing chest pain;

          -  Ability to provide a spontaneous sputum sample at screening;

          -  Non- or ex-smokers who smoked < 10 pack years and stopped smoking > 1 year before
             screening visit;

          -  Patients in stable clinical condition and free from exacerbation since at least 4
             weeks before screening and/or prior to randomisation;

          -  Patients on stable concomitant treatment regimen within 4 weeks prior to screening
             and/or prior to randomisation

          -  Patient with pre- bronchodilator FEV1 ≥ 50% of predicted normal at screening and/or
             prior randomization visit;

          -  Vital signs within normal limits at screening and prior to randomisation

        EXCLUSION CRITERIA CF Patients

          -  Patient with BMI ≤ 17

          -  History of a clinically meaningful unstable or uncontrolled chronic comorbidity in the
             opinion of the Investigator;

          -  Unstable pulmonary status or symptomatic respiratory tract infection and related
             changes in therapy for pulmonary disease as per Investigator's judgment within 4 weeks
             before screening or prior to randomisation;

          -  Abnormal and clinically significant 12-lead ECG at screening or prior to
             randomisation;

          -  History of asthma based on objective evidence;

          -  History of malignancy, solid organ/haematological transplantation;

          -  Patient with evidence of active Nontuberculous Mycobacteria (NTM) and Tuberculous
             Mycobacteria (TM) infection or related bronchiectasis in the past 12 months;

          -  Patient with a positive test for active Allergic Bronchopulmonary Aspergillosis (ABPA)
             infection confirmed at screening or patient withABPA related bronchiectasis.

          -  Pregnant or lactating women.

          -  Patient on non-steroidal anti-inflammatory drugs (NSAIDs) within 4 weeks prior to
             screening or prior to randomization visit.

          -  Patient on cystic fibrosis transmembrane conductance regulator (CFTR) modulators and
             correctors if not on stable treatment regimen for at least 3 months prior to screening
             or prior to randomization.

          -  Positive HIV1 or HIV2 serology at screening; Positive results from the Hepatitis
             serology which indicates acute or chronic Hepatitis B or Hepatitis C at screening
             (i.e. positive HB surface antigen (HBsAg), HB core antibody (anti-HBc), HC antibody);

        NCFB Patients

          -  Patient with BMI ≤ 17

          -  History of a clinically meaningful unstable or uncontrolled chronic comorbidity in the
             opinion of the Investigator;

          -  Unstable pulmonary status or symptomatic respiratory tract infection and related
             changes in therapy for pulmonary disease as per Investigator's judgment within 4 weeks
             before screening or prior to randomisation.

          -  Abnormal and clinically significant 12-lead ECG at screening or prior to randomisation
             that results in active medical problem which may impact the safety of the patients as
             per Investigator's judgment.

          -  History of malignancy, solid organ/haematological transplantation;

          -  Known diagnosis of cystic fibrosis. A negative sweat test is required at screening
             (sweat chloride should be < 40 mmol/L);

          -  History of asthma based on objective evidence of the condition;

          -  Patient with primary diagnosis of COPD in the opinion of theInvestigator;

          -  Patient with rheumatoid factor positivity;

          -  Patient with evidence of active Nontuberculous Mycobacteria (NTM) and Tuberculous
             Mycobacteria (TM) infection or related bronchiectasis in the past 12 months;

          -  Patient with a positive test for active Allergic Bronchopulmonary Aspergillosis (ABPA)
             infection confirmed at screening or patient with ABPA related bronchiectasis;

          -  Patient with Connective Tissue Disease (CTD) related bronchiectasis;

          -  Diagnosis of common variable immunodeficiency (CVID);

          -  Patient on any antibiotics (except for stable macrolides treatment),oral, inhaled and
             IV, within 4 weeks prior to screening or prior to randomisation;

          -  Patient on oral corticosteroids within 4 weeks prior to screening visit or prior to
             randomization.

          -  Patient on non-steroidal anti-inflammatory drugs (NSAIDs) within 4 weeks prior to
             screening or randomization visit.

          -  Patient on Carbocysteine and Mannitol treatment within 4 weeks before the screening or
             randomization visit.

          -  Patient with traction bronchiectasis;

          -  Patient with any condition that prevent them to use inhaledantibiotics (including
             patients who previously experienced adverse reaction to inhaled antibiotics;

          -  Patient treated with monoclonal antibodies (mAb);

          -  Pregnant or lactating women.

          -  Positive HIV1 or HIV2 serology at screening; Positive results from the Hepatitis
             serology which indicates acute or chronic Hepatitis B or Hepatitis C at screening
             (i.e. positive HB surface antigen (HBsAg), HBcore antibody (anti-HBc), HC antibody).
      ",Completed,,Phase 1,Interventional,,,"May 27, 2019","March 8, 2021","March 8, 2021",All,18 Years,N/A,2,68
52,NCT04017312,Hill-Rom,Randomized,A Pilot Study to Evaluate the Use of the Vest® System for Treatment of Bronchiectasis Patients in the Home Setting,"
      This a 70 patient multi-site non blinded randomized control trial evaluating the use of the
      Vest® System for treatment of Non-Cystic Fibrosis Bronchiectasis (NCFBE) patients in the home
      setting. The study will assess outcomes in subjects requiring airway clearance therapy
      randomized to Oscillating Positive Expiratory Pressure (OPEP) therapy as the control group
      and High Frequency Chest Wall Oscillation (HFCWO) therapy as the intervention group
    ","
        Inclusion Criteria:

          -  Radiological diagnosis of Bronchiectasis based on high resolution chest CT scan

          -  History of at least 2 acute exacerbations or hospitalizations in the past 12 months

          -  Clinically stable for >2 weeks prior to study entry

          -  FEV1 >30% predicted

          -  Age18-80 years

          -  Signed informed consent

        Exclusion Criteria:

          -  Diagnosis of Cystic Fibrosis

          -  History of bronchiectasis secondary to primary immunodeficiency

          -  Active pulmonary tuberculosis

          -  Active treatment of Non-Tuberculous Mycobacterium (NTM)

          -  Patients currently on HFCWO treatment

          -  Diagnosed comorbidity or medical indication that would prevent study completion

          -  History of pneumothorax within past 6 months

          -  History of hemoptysis requiring embolization within past 12 months

          -  Inability to perform HFCWO therapy or OPEP therapy as directed

          -  Pregnancy or lactation

          -  Inability or unwillingness to complete study visits or provide follow-up data as
             required by the study protocol
      ",Unknown status,"Mark Jennings, MD",N/A,Interventional,Frequency of acute exacerbations of bronchiectasis,,"August 23, 2019",November 2020,November 2020,All,18 Years,80 Years,2,70
53,NCT04090294,Assiut University,N/A,Assessment of Early Outcomes of Roflumilast in Patients With Non Cystic Fibrosis Bronchiectasis,"
      Aim of the work

      Assessment of early outcome of using Roflumilast in patients with bronchiectasis regarding:

        -  Severity of symptoms

        -  Frequency of exacerbations

        -  Change in pulmonary function

        -  Systemic inflammation
    ","
        Inclusion Criteria:

          -  Aged 18 years or above, male or female.

          -  Non / Ex-smokers.

          -  Confirmed diagnosis of bronchiectasis based on high-resolution computed tomography
             scan.

          -  Significant sputum production (≥ 10 ml per day).

        Exclusion Criteria:

          -  Non-stable patients who need ICU admission /mechanical ventilation.

          -  Active smokers.

          -  Moderate to severe liver impairment (Child-Pugh B or C) and/or sever renal impairment
             (c. clearance less than 30ml/min).

          -  Known psychiatric illness

          -  Concomitant use of strong cytochrome P450 inducers (e.g. rifampicin)

          -  Patients who are hypersensitive to roflumilast.

          -  Pregnant or lactating women
      ",Unknown status,"Ahmad Shaddad, Lecturer",Early Phase 1,Interventional,,,"October 1, 2019",November 2020,September 2020,All,18 Years,75 Years,1,35
54,NCT04122547,Prince of Songkla University,Randomized,Efficacy of Roflumilast on Exacerbations in Patients With Non-cystic Fibrosis Bronchiectasis,"
      Roflumilast compare with placebo for decrease infected exacerbation in non-cystic
      Bronchiectasis
    ","
        Inclusion Criteria:

          -  symptomatic Bronchiectasis

          -  history at least 2 exacerbation last year

        Exclusion Criteria:

          -  comorbidity with chronic obstructive pulmonary disease
      ",Completed,"Kanung Saejiam, MS",Phase 3,Interventional,acute deterioration of of bronchiectasis symptoms,,January 2015,December 2015,December 2015,All,18 Years,80 Years,2,40
55,NCT04170114,Bezmialem Vakif University,Randomized,Comparison of the Efficacy of Comprehensive Respiratory Physiotherapy in Children With Cystic Fibrosis and Non-Cystic Fibrosis Bronchiectasis,"
      The effect of comprehensive respiratory physiotherapy applications on respiratory function,
      functional capacity and peripheral muscle strength in children with cystic fibrosis and
      non-cystic fibrosis will be compared.
    ","
        Inclusion Criteria:

          -  Being between 6-18 years old

          -  Clinically diagnosed as cystic fibrosis or non-cystic fibrosis bronchiectasis

        Exclusion Criteria:

          -  Previous history of lung or liver transplantation

          -  Have had an acute exacerbation in the last month and / or have a history of
             hospitalization

          -  Having a diagnosis of orthopedic problems affecting mobility or a history of
             musculoskelatal surgery
      ",Completed,,N/A,Interventional,,,"January 1, 2020","November 1, 2020","November 1, 2020",All,6 Years,18 Years,2,60
56,NCT04278040,"Federal State Budgetary Institution, Pulmonology Scientific Research Institute",N/A,Inhalations of Ultra-low Doses of Melphalan for the Treatment of Non-cystic Fibrosis Bronchiectasis,"
      This non-randomised open-label prospective pilot study evaluates the safety and efficacy of
      inhalations of ultra-low doses of alkylating drug melphalan for the treatment of non-cystic
      fibrosis bronchiectasis. All patients will receive 0,1 mg of melphalan in 5 daily inhalations
      1 time per day.
    ","
        Inclusion Criteria:

          -  Signed informed consent form

          -  Established diagnosis witn CT scan of non-cystic fibrosis bronchiectasis more than 12
             months before the screening visit.

          -  Sputum expectoration not less than 3 months per year during more than 2 consecutive
             years

          -  Willing of the patient for cooperation

        Non-Inclusion Criteria:

          -  Pregnant and lactating women and all women who are physiologically capable of becoming
             pregnant, who do not agree to use one or more of the following effective methods of
             contraception: intrauterine device or intrauterine system; hormonal contraception
             (implantable and oral preparations, patches); barrier methods of contraception; male
             sterilization (with appropriate documentation after a vasectomy about the absence of
             sperm in the ejaculate).

        Effective contraception is used throughout the study until the last visit. ""True
        abstinence"" is acceptable only if it corresponds to the patient's preferred and habitual
        way of life.

        Postmenopausal women (physiological menopause is defined as ""no menstruation for 12
        consecutive months"") and women who have undergone sterilization surgery (for example, tubal
        occlusion, hysterectomy or bilateral salpingectomy) can be included in the study.

          -  A history of cystic fibrosis.

          -  Any exacerbation of respiratory infection requiring the use of systemic
             corticosteroids and / or antibiotics or hospitalization, which developed after the
             signing of the informed consent form and before the randomization visit (day 1, start
             of treatment). The criterion should be specified during the randomization visit.

          -  The presence of hemoptysis at the time of inclusion in the study.

          -  The presence of diseases of the respiratory tract, in addition to bronchiectasis,
             which can affect the effectiveness of the study drug and patient safety. Such
             conditions may include, among others, active tuberculosis, lung cancer, sarcoidosis,
             chronic obstructive pulmonary disease (COPD) IV (GOLD, 2017), uncontrolled bronchial
             asthma with respiratory failure, high pulmonary hypertension (> 25 mm Hg),
             interstitial lung disease, etc.

          -  Patients with a clinical significant disease of the cardiovascular system (for
             example, unstable angina, chronic heart failure New York Heart Association (NYHA) III
             / IV, acute myocardial infarction (within 6 months before inhalation of 1 dose), etc.

          -  Atrial fibrillation patients.

          -  Clinical significant 12-lead ECG abnormalities that may affect patient safety. The
             corrected QT interval (QTc) interval on the electrocardiogram (ECG in 12 leads) is
             more than 450 ms for men and more than 470 ms for women on screening and randomization
             visits.

          -  A history of hypersensitivity to any of the substances used in the study.

          -  Clinically significant deviations of laboratory parameters, indicating a significant
             or unstable concomitant disease, which may affect the effectiveness of the study drug
             or patient safety.

          -  Hemostasis deviation within 1 month before the first inhalation of the study drug,
             including confirmed:

               -  Hemoglobin <10 g / 100 ml;

               -  White blood cell count <3.0 x 10*9 / L;

               -  The absolute number of neutrophils ≤ 1.5 x 10*9 / L;

               -  Platelet count <100 x 10*9 / L.

          -  Unstable concomitant disease, such as uncontrolled hyperthyroidism, uncontrolled
             diabetes or other endocrine diseases; significant impairment of liver and kidney
             function; uncontrolled gastrointestinal diseases (for example, active peptic ulcer);
             uncontrolled neurological diseases; uncontrolled hematological diseases; uncontrolled
             autoimmune diseases or other diseases that, according to the researcher, may affect
             the effectiveness of the study drug and patient safety.

          -  Alcohol and/or drugs abuse 12 months before screening visit.

          -  Failure to perform tests to evaluate external respiration function, perform research
             procedures, or adhere to the treatment schedule provided for in the study.

          -  Participation in another clinical trial in which the study drug was administered less
             than 8 weeks before the screening visit.

        Exclusion criteria:

          -  Informed consent withdrawn by the patient.

          -  The patient doesn't follow the instructions of the research staff regarding the
             requirements of the research protocol.

          -  Unable to contact patient.

          -  The researcher believes that participation in the study is not in the interests of the
             patient and / or further participation in the study is unsafe for the patient's
             health.

          -  There is a violation of the criteria for inclusion and / or non-inclusion in the
             study.

          -  The patient has developed adverse event, which, according to the researcher, makes
             further participation in the study unsafe for the patient.

          -  The licensing authority or ethics committee, for any reason, decides to discontinue
             the entire study or close this research center.

          -  A female patient becomes pregnant, is planning a pregnancy, or is breastfeeding while
             participating in this study.
      ",Unknown status,"Kirill Zykov, Prof",Phase 2,Interventional,Frequency of drug-related side effects.,SEADIB1,"June 20, 2018","December 30, 2021","December 1, 2021",All,18 Years,70 Years,1,7
57,NCT04322929,The University of Hong Kong,N/A,Roflumilast in Non-CF Bronchiectasis Study (2019),"
      This is a single-arm, open label, Phase II study of 12-week use of Roflumilast in
      stable-state non-cystic fibrosis bronchiectasis subjects.

      Bronchiectasis refers to a suppurative lung condition characterized by pathological
      dilatation of bronchi. The predominant aetiology of bronchiectasis in the Western population
      is related to cystic fibrosis (CF), which is genetically determined. Bronchiectasis due to
      other causes are generally grouped under the term ""non-CF bronchiectasis"", which accounts for
      practically all cases that are seen commonly in Hong Kong and many other Chinese populations.

      The main pathogenesis of non-CF bronchiectasis involves airway inflammation, abnormal mucus
      clearance and bacterial colonization, resulting in progressive airway destruction and
      distortion. This destructive process perpetuates in a vicious circle even when the initial
      insult has subsided, which is commonly due to an infective process like tuberculosis in Hong
      Kong. Patients with extensive bronchiectasis present with chronic cough, copious purulent
      sputum, haemoptysis, progressive lung function loss, and episodes of infective exacerbations.

      The current treatment strategies mainly focus on targeting the key elements in the
      pathogenesis of non-CF bronchiectasis. Apart from regular chest physiotherapy and postural
      drainage to help clearing mucus from bronchiectatic airways, inhalational and parenteral
      antibiotics have also been used to reduce the bacterial load in destroyed airways, thus
      controlling and preventing infective exacerbations. In recent years, accumulated evidence has
      suggested a central role of airway inflammation and immune dysregulation in the evolution of
      non-CF bronchiectasis.

      Chronic obstructive pulmonary disease (COPD) is a progressive destructive process on exposure
      to noxious environmental agents (e.g. tobacco smoke) that affects both the airways (chronic
      bronchitis) and lung parenchyma (emphysema), leading to loss of lung function and exercise
      capacity. Both COPD and bronchiectasis share similarities in clinical presentation and
      pathogenetic mechanisms. Neutrophilic inflammation and bacterial colonization are also the
      cornerstone in the airways of patients with COPD. Roflumilast, a phosphodiesterase 4 (PDE4)
      inhibitor, has demonstrated anti-inflammatory activity in COPD resulting in reduction in
      exacerbation frequency. This is the first-in-class and the only one clinically available PDE4
      inhibitor that is approved worldwide (including Hong Kong) for treatment of severe COPD with
      frequent exacerbations.

      At the time of writing, the exact role and clinical evidence for roflumilast in dampening
      airway inflammation in non-CF bronchiectasis is still lacking. Given the common pathogenetic
      mechanism via neutrophilic inflammation between non-CF bronchiectasis and COPD, as well as
      the robust clinical activity of roflumilast in COPD, this study is designed to provide
      initial scientific evidence on the activity of roflumilast on neutrophilic airway
      inflammation in patients with stable-state non-CF bronchiectasis.

      This study aims to investigate the effect of 12-week treatment with roflumilast on
      neutrophilic airway inflammation in stable-state non-CF bronchiectasis.
    ","
        Inclusion Criteria:

          1. Aged 18 years or above, male or female.

          2. Never-smokers or those who have smoked less than 100 cigarettes in their lifetime.

          3. Confirmed diagnosis of non-CF bronchiectasis based on high-resolution computed
             tomography (HRCT) scan.

          4. Significant sputum production (≥ 10 ml per day).

          5. In stable-state bronchiectasis with no change in regular medications (e.g. inhaled
             steroid, macrolide) or exacerbations in the past 3 months.

          6. Written informed consent obtained.

        Exclusion Criteria:

          1. Eversmokers (≥ 100 cigarettes in their lifetime).

          2. Known chronic obstructive pulmonary disease or asthma.

          3. Moderate to severe liver impairment (Child-Pugh B or C).

          4. Known psychiatric illness with increased suicidal risks.

          5. Body-mass index below 18 kg/m2.

          6. Concomitant use of strong cytochrome P450 inducers (e.g. rifampicin, phenobarbital,
             carbamazepine, phenytoin).

          7. Patients who are hypersensitive to roflumilast or its constituents.

          8. Pregnant or lactating women.
      ",Recruiting,,Phase 2,Interventional,24-hour sputum volume,,"November 12, 2020","June 30, 2022","February 28, 2022",All,18 Years,N/A,1,27
58,NCT04509661,"Shanghai Pulmonary Hospital, Shanghai, China",Randomized,Efficacy and Safety of Inhaled Bronchodilator in Non-CF Bronchiectasis With Airflow Limitation,"
      Airflow limitation is common exist in idiopathic bronchiectasis patients. However, there are
      few evidence on the treatment of bronchodilator in bronchiectasis with airflow limitation.
      The efficacy and safety of dual bronchodilator in idiopathic bronchiectasis with airflow
      limitation are still unclear. Thus, the investigators conduct a multicenter, open-label
      randomized controlled trial to investigate the efficacy and safety of dual bronchodilator in
      idiopathic bronchiectasis with airflow limitation.
    ","
        Inclusion Criteria:

          -  Idiopathic bronchiectasis with FEV1/FVC < 70%

        Exclusion Criteria:

          -  With Asthma

          -  α-1 antitrypsin deficiency

          -  Turculosis

          -  Lung cancer

          -  Sarcoidosis

          -  Idiopathic pulmonary fibrosis

          -  Primary pulmonary hypertension

          -  Uncontrolled sleep apnea

          -  Bronchiectasis accepted long-term low dose macrolides

          -  Pulmonary surgery within 6 months

          -  Lower respiratory tract infections require antibiotic treatment in 6 weeks

          -  Upper respiratory tract infection did not recover for at least 7 days

          -  With Glaucoma or severe prostate hyperplasia that can not use Indacaterol

          -  Patients allergic to experimental drugs

          -  Women pregnant, breast-feeding or who planned a pregnancy during the study
      ",Not yet recruiting,"Jin-fu Xu, MD",Phase 4,Interventional,Actue exacerbation,,"September 1, 2020","June 1, 2024","June 1, 2024",All,18 Years,N/A,2,200
59,NCT04538859,Chinese University of Hong Kong,,A Prospective Study of Factors Related to Exacerbation and Mortality of Non-cystic Fibrosis Bronchiectasis in Hong Kong,"
      Bronchiectasis is associated with repeated exacerbations which occurs at rates of 1.5-6.5 per
      patients per year, and are associated with an increased risk of admission and readmission to
      hospital, and high health care costs. In a local study carried out more than 10 years ago,
      idiopathic disease dominates and patients with bronchiectasis are mainly female with high
      hospitalization and mortality rates; 21.9 cases per 100,000 and 2.7 cases per 100,000
      respectively. Moreover, exacerbation characterized by increases in symptoms requiring
      antibiotic treatment is associated with disease progression and significant mortality.
      Updated prevalence of this disease with the characteristics of etiology, clinical
      presentation and outcomes are needed to guide further management plan.
    ","
        Inclusion Criteria:

          1. Patients aged 18 years or older

          2. Clinically stable for at least 4 weeks prior to enrollment (defined as no symptoms of
             exacerbation, no requirement for supplemental antibiotic therapy)

          3. Diagnosis of bronchiectasis defined by high-resolution computed tomography scan

        Exclusion Criteria:

          1. History of cystic fibrosis; hypogammaglobulinemia; allergic bronchopulmonary
             aspergilosis

          2. Those who are unable to give consent
      ",Recruiting,,,Observational [Patient Registry],Number of bronchiectasis exacerbation,,"August 30, 2020","August 29, 2027","August 29, 2027",All,18 Years,N/A,,400
60,NCT04594369,Insmed Incorporated,Randomized,"A Study to Assess the Efficacy, Safety, and Tolerability of Brensocatib in Participants With Non-Cystic Fibrosis Bronchiectasis","
      The primary objective of this study is to evaluate the effect of brensocatib at 10 mg and 25
      mg compared with placebo on the rate of pulmonary exacerbations (PEs) over the 52-week
      treatment period.
    ","
        Inclusion Criteria:

          1. Provide their signed study informed consent to participate.

             a. Adolescent participants must have signed study assent form to participate, and the
             adolescent's parent or legal guardian must have provided signed informed consent for
             the adolescent to participate.

          2. Clinical history consistent with non-cystic fibrosis bronchiectasis (NCFBE) (cough,
             chronic sputum production and/or recurrent respiratory infections) that is confirmed
             by chest computerized tomography (CT) scan.

          3. At least 2 PEs defined by need for antibiotic prescription by a physician for the
             signs and symptoms of respiratory infections in the past 12 months before the
             Screening Visit.

             a. Adolescent participants are required to have at least 1 pulmonary exacerbation in
             the prior 12 months.

          4. Women must be postmenopausal (defined as no menses for 12 months without an
             alternative medical cause), surgically sterile, or using highly effective
             contraception (ie, methods that can achieve a failure rate <1% per year when used
             consistently and correctly) from Day 1 to at least 90 days after the last dose.

          5. Male participants with female partners of childbearing potential must be using
             effective contraception from Day 1 to at least 90 days after the last dose.

          6. Male participants with pregnant or non-pregnant women of child-bearing potential
             partners must use condoms to avoid potential exposure to the embryo/fetus.

        Exclusion Criteria:

          1. A primary diagnosis of chronic obstructive pulmonary disease (COPD) or asthma as
             judged by the Investigator.

          2. Bronchiectasis due to cystic fibrosis.

          3. Current smokers as defined per Centers for Disease Control (CDC).

          4. Known or suspected immunodeficiency disorder, including history of invasive
             opportunistic infections.

          5. Known history of human immunodeficiency virus (HIV) infection.

          6. Currently being treated for nontuberculous mycobacteria (NTM) lung infection, allergic
             bronchopulmonary aspergillosis, or tuberculosis (TB).

          7. Active and current symptomatic infection by COVID-19.

          8. Inability to follow the procedures of the study (eg, due to language problems or
             psychological disorders).

          9. Receiving medications or therapy that are prohibited as concomitant medications.

         10. Previously participated in a clinical trial for brensocatib.

         11. Received any live attenuated vaccine within 4 weeks prior to the first administration
             of brensocatib.

         12. Suffering an exacerbation 4 weeks before Screening or during the Screening period.

         13. Adult participants only: Have compliance issues with completion of electronic diary
             entries during the Screening Period and in the opinion of the Investigator, compliance
             is unlikely to improve during the study.

         14. Participated in any other interventional clinical studies within 3 months before
             Screening Visit.

         15. History of alcohol or drug abuse within 6 months prior to the Screening Visit.

         16. Is the Investigator or any Sub-Investigator, research assistant, pharmacist, study
             coordinator, other staff or relative thereof directly involved in the conduct of the
             study.

         17. Known history of hypersensitivity to brensocatib or any of its excipients.
      ",Recruiting,,Phase 3,Interventional,Rate of Adjudicated Pulmonary Exacerbations (PEs),ASPEN,"December 1, 2020","March 22, 2024","March 22, 2024",All,12 Years,85 Years,3,1620
61,NCT04643587,CSL Behring,Randomized,Study to Assess CSL787 in Non-cystic Fibrosis Bronchiectasis (NCFB),"
      This study is a prospective, multicenter, randomized, double-blind, placebo-controlled study
      to investigate the safety, tolerability, pharmacokinetics (PK), pharmacodynamics (PD) and
      exploratory efficacy of nebulized CSL787 after administrations of single (SAD) ascending
      doses in healthy subjects and multiple (MAD) ascending doses in subjects with NCFB.
    ","
        Inclusion Criteria:

          -  Male or female, aged ≥ 18 years at the time of providing written informed consent

        For Part A (SAD) Only:

          -  Healthy and free of medical conditions that could in the opinion of the investigator
             affect's the subject's participation in the study or the interpretation of results.

        For Part B (MAD) Only:

          -  Diagnosis of NCFB made by a respiratory physician, confirmed per CT showing bronchial
             wall dilatation with or without bronchial wall thickening, with a FEV1 ≥ 65% of the
             predicted value regarding age, height, gender, ethnicity, and FEV1 ≥ 1.5 L at the
             Screening Visit.

          -  No antibiotic use for respiratory infection within last 3 months before the Screening
             Visit.

          -  Presence of one or more of the following bacteria (H. influenzae, P. aeruginosa, M.
             catarrhalis, S. pneumoniae, members of Enterobacterales family or S. aureus) in the
             sputum culture at the Screening Visit.

          -  Has been fully vaccinated against COVID-19 (as per country recommendations) at least 7
             days prior to Day 1

        Exclusion Criteria:

          -  Evidence of a clinically significant medical condition, disorder, or disease,
             including but not limited to any of the following: hepatic (hepatitis, cirrhosis);
             biliary; renal; cardiac; bronchopulmonary; vascular; hematologic; gastrointestinal;
             allergy; endocrine / metabolic (diabetes, thyroid disorders, adrenal disease);
             neurologic; psychiatric; immunodeficiency; cancer.

          -  History of chronic respiratory disease (eg, COPD or bronchiectasis) or current asthma
             with regular treatment including occasional use of an inhaler for exercise induced
             asthma.

          -  Current moderate-severe allergic disease (eg, allergic rhinitis) with regular
             treatment.

          -  Diagnosis of cystic fibrosis, mycobacterial disease, connective tissue disease,
             alpha-1 antitrypsin deficiency or asthma as underlying disease for bronchiectasis.

          -  Inhaled therapy or oral corticosteroid 28 days before the Screening Visit until EOS
             Visit. Use of long acting bronchodilators (long acting muscarinic antagonists (LAMA)
             and / or long acting beta2 agonists (LABA) that have been at a stable dose for at
             least 3 months before the Screening Visit is permitted; inhalation with hypertonic
             saline solution is permitted up to and including Day -1.

          -  Any systemic antibiotic for acute exacerbation within 3 months before the Screening
             Visit until EOS Visit.
      ",Recruiting,Study Director,Phase 1,Interventional,,,"December 7, 2020",November 2022,November 2022,All,18 Years,N/A,8,64
